#X	Y	Z	pmtA_signal	pmtB_signal	time
19.24225807	76.11693573	27.00164032	0.0004414338039288059	0.024060708994627623	1527010683.5072708
19.44140625	76.11691284	27.00039673	0.0004854771571522311	0.02362567731401739	1527010683.6552794
19.64109802	76.11366272	26.99998474	0.00046483606053149615	0.023901479325582353	1527010683.825289
19.84178543	76.11308289	26.99964142	0.0004673716627706694	0.023409048966535433	1527010683.9182942
20.04252052	76.11481476	27.00231934	0.0004427115372785434	0.023380924735482284	1527010684.0303006
20.24159622	76.11418152	26.99948883	0.00041459179174868773	0.023727623646653546	1527010684.1353068
20.4442234	76.11300659	26.99868774	0.0004920228172162074	0.023103171521284452	1527010684.2493134
20.6424408	76.11251831	27.00201416	0.00043435692974901584	0.023961534074598098	1527010684.3523192
20.84482574	76.11605835	27.00141144	0.00041477377583661425	0.024082598348302165	1527010684.454325
21.04348755	76.11279297	26.99907684	0.0004488906660104987	0.024627038349942586	1527010684.5723317
21.24328613	76.112854	27.00022888	0.000422004439386483	0.02581390460958005	1527010684.6743376
21.44378471	76.11630249	26.9989624	0.0004318040262057088	0.02827513687253937	1527010684.7993445
21.6432972	76.11237335	26.99942017	0.000454482831979987	0.026852511508571198	1527010684.8963501
21.84518433	76.1121521	26.99864197	0.000470828078863189	0.02479980789144521	1527010684.9923558
22.04457092	76.11398315	26.9993515	0.0004029774903625329	0.0244858597082103	1527010685.0883613
22.24416924	76.115242	27.00067139	0.00048805953699146995	0.024878019397965884	1527010685.192367
22.44623184	76.1126709	27.00062561	0.00046154753116797915	0.025086474481217192	1527010685.3143742
22.64638138	76.11766815	27.00161743	0.000487684675401903	0.024122654071317258	1527010685.42038
22.84561348	76.11025238	27.0003891	0.00046192431512467197	0.022849230027887142	1527010685.521386
23.04584312	76.11288452	26.99942017	0.00045701907500820226	0.021349219775262468	1527010685.6143913
23.24469948	76.11594391	27.0	0.00046483029343011815	0.02234765240526575	1527010685.6983962
23.4459362	76.11600494	27.00208282	0.0004982205288303807	0.0224624145187418	1527010685.8074026
23.64719009	76.11910248	27.0016861	0.00047642857509022315	0.02238781065452756	1527010685.9014077
23.84563446	76.11465454	27.00112915	0.00046173976788057756	0.022188445163836945	1527010686.0024135
24.04483223	76.11365509	27.0016861	0.00043961332226049877	0.022647134775877622	1527010686.11642
24.24510384	76.11200714	26.99980164	0.000504880249343832	0.02341805205257546	1527010686.2154257
24.44597244	76.11431122	26.99941254	0.00045756823121719176	0.023775836614173228	1527010686.3344326
24.64594269	76.11166382	26.99897766	0.0004174798279609581	0.0237175856863107	1527010686.446439
24.84637833	76.11138916	27.00037384	0.0004829620601624017	0.023953299935408467	1527010686.5424442
25.04597282	76.11278534	27.00003815	0.00041676278502296595	0.023953364014312667	1527010686.64345
25.24709129	76.11330414	26.99859619	0.00045230286765912084	0.023000414590510172	1527010686.744456
25.44597816	76.10601044	26.9983139	0.0004428877542650919	0.021956252050524937	1527010686.8284607
25.64712524	76.11584473	27.00108337	0.0004214898857857613	0.020785847661376314	1527010686.9424672
25.84649086	76.11309814	27.00102234	0.0005260942113681104	0.020932348056102366	1527010687.027472
26.04644966	76.11373901	26.99982452	0.0005285016557988846	0.021373874133653215	1527010687.1064768
26.24685478	76.1132431	27.00090027	0.0004922221026082678	0.02195917725250164	1527010687.1874814
26.44338608	76.11277771	26.99865723	0.00043564107098917327	0.022023669465633205	1527010687.3534906
26.64677048	76.11457825	26.9995575	0.00042458746001476384	0.021875256315616796	1527010687.4664972
26.64331245	76.31131744	26.99850464	0.00045321983677821533	0.020956047638820537	1527010687.5585024
26.44531441	76.31721497	26.99983215	0.00046697949987696856	0.021748764558727037	1527010687.704511
26.24392319	76.31321716	27.00060272	0.00044740339464402896	0.0215839568210712	1527010687.829518
26.04237366	76.31838226	27.00307465	0.0004805930630741471	0.021897190524524282	1527010687.9815269
25.84074593	76.31702423	27.00104523	0.0004127866890173885	0.021610395776943903	1527010688.0705318
25.64202499	76.31339264	27.00054932	0.00046374031126968513	0.022517887626107284	1527010688.1685374
25.44078064	76.31735992	27.00086975	0.0004472297408136483	0.022102005926017063	1527010688.2535424
25.24163818	76.31307983	27.00025177	0.00042709358595800534	0.022642553134227365	1527010688.3325467
25.03989029	76.31337738	26.99904633	0.00046754019028871405	0.024116162878321853	1527010688.423552
24.8405323	76.31319427	26.99965668	0.0005464129911007219	0.024768796905757878	1527010688.507557
24.63958359	76.31321716	26.99758148	0.0004541374466863518	0.024890812751189307	1527010688.5905616
24.43897057	76.31825256	27.00170135	0.00041675829949967195	0.024059847133366143	1527010688.6995678
24.23887634	76.31227875	27.00042725	0.00046880446706856966	0.023861452438074148	1527010688.808574
24.03812027	76.31511688	26.9984436	0.00045794437438484263	0.02263076581979987	1527010688.9085798
23.83696175	76.313591	26.99861145	0.00045194338500656174	0.021496582031250003	1527010689.0115855
23.63752556	76.31455994	26.99848938	0.0004236595974819554	0.022081064940124673	1527010689.1285925
23.43783379	76.31893158	26.99978638	0.0004682514661253282	0.022947613573449804	1527010689.2535994
23.23889923	76.31424713	26.99915314	0.00043506436085137806	0.02209645348896818	1527010689.3446047
23.03834915	76.3111496	26.9977951	0.0004902016947588583	0.022618097420439635	1527010689.4266095
22.83808708	76.31443024	27.0022583	0.00047554236384514446	0.02272635232119423	1527010689.5106142
22.63814926	76.31477356	27.00133514	0.000473514266527231	0.023036728105520016	1527010689.6326213
22.43621826	76.31372833	26.99985504	0.000469372846948819	0.0241371871667897	1527010689.720626
22.23822212	76.31707001	27.00088501	0.00048336063094652236	0.025165695230479002	1527010689.8156316
22.03686333	76.31633759	26.99971771	0.0004120645197670604	0.024808910299786747	1527010689.9166374
21.83676338	76.3156662	26.99772644	0.0004445300965797245	0.024237461040026248	1527010690.027644
21.63743973	76.31480408	27.00096893	0.00041747854638287416	0.026373697916666668	1527010690.1326497
21.43619156	76.31295776	26.998909	0.0004929532429051838	0.02781639279343012	1527010690.2436562
21.23571205	76.31259155	26.9980011	0.0004327171505905513	0.027513273945004926	1527010690.3436618
21.03588867	76.313591	26.99947357	0.00045069705031988195	0.024379357365485566	1527010690.4366672
20.83577728	76.3120575	26.99777222	0.00045320381705216535	0.023668417943118438	1527010690.536673
20.63615608	76.3144989	26.99895477	0.00045904268680282165	0.024436714392634517	1527010690.6186776
20.43533516	76.31856537	27.00088501	0.0004621139886811025	0.022677271084522638	1527010690.7066827
20.2353878	76.31033325	26.99858856	0.0004950921967273623	0.022710826002706692	1527010690.8056884
20.03726387	76.31595612	27.00015259	0.00045883763430938336	0.02287737989050197	1527010690.8876932
19.83579063	76.31725311	27.00028229	0.0005096054277395015	0.02357189268577756	1527010690.9816983
19.63521576	76.31562042	27.00034332	0.0004455906024442258	0.02320701779343012	1527010691.085704
19.43512344	76.31270599	26.9998703	0.00046630282664862215	0.023236032721251642	1527010691.1717093
19.23521614	76.31598663	27.00136566	0.00043434859949146996	0.02413455672777231	1527010691.2967162
19.03426361	76.31768799	27.00101471	0.0004631969221620735	0.02253430143741798	1527010691.4007223
18.83501053	76.31037903	26.99873352	0.000420045547285105	0.02431291715366634	1527010691.5067284
18.83846474	76.51435089	27.00003052	0.0004251000912483597	0.02439857142490978	1527010691.671738
19.04083824	76.51407623	26.99885559	0.00040460189058398957	0.024068074864665355	1527010691.8457477
19.24119186	76.51371002	27.00180054	0.00044069112942913397	0.023391693195333005	1527010691.9977565
19.44244957	76.51448059	26.99998474	0.0004933293860728348	0.02351094403604823	1527010692.1667662
19.64116096	76.51519775	27.00015259	0.0004621203965715224	0.023820371452591863	1527010692.3127744
19.84163666	76.51585388	26.99970245	0.0004316457513123361	0.02270169796280348	1527010692.40978
20.0411396	76.51292419	26.99784088	0.0004813254849491471	0.02396058891076116	1527010692.498785
20.24231911	76.51616669	27.00175476	0.00044853502809219173	0.023920648529773623	1527010692.6147916
20.44126129	76.51172638	26.99840546	0.0004992650149688321	0.024765154020054136	1527010692.7017965
20.64334106	76.51643372	27.00174713	0.0004308998728674542	0.02463605745570866	1527010692.8398046
20.84123611	76.5162735	27.00045013	0.0004537670706200788	0.02531859710773458	1527010692.9278095
21.04283905	76.51662445	27.00077057	0.00045374336142552503	0.024841734718462925	1527010693.0108144
21.2439537	76.51596832	27.00045776	0.0004606395330954725	0.02590665882340879	1527010693.11082
21.44429779	76.51821136	27.00268555	0.0004401637600475723	0.030085772817216208	1527010693.2088256
21.64243698	76.51530457	27.00231934	0.0004644560726295933	0.026551148422121064	1527010693.2948306
21.8439846	76.51330566	26.99820709	0.00044596226008858283	0.02527219757320374	1527010693.3768353
22.04419518	76.51194763	26.99835968	0.0004900382935531497	0.023670273027395015	1527010693.45984
22.24331856	76.51344299	27.00151825	0.0005099552985564305	0.02501569612758366	1527010693.540845
22.44331741	76.51423645	27.00149536	0.0004376044486138453	0.024816240926427167	1527010693.6168492
22.64538765	76.51271057	27.00011444	0.0004778748359580054	0.023219660561228674	1527010693.699854
22.84559441	76.51747131	27.0009079	0.00046538073121719166	0.02204725691026903	1527010693.7998595
23.04471779	76.51327515	26.99884033	0.00047860982098917336	0.021820641865567588	1527010693.9058657
23.24592972	76.51591492	27.00099182	0.0005174044711696196	0.021642265419947505	1527010693.9988708
23.4457016	76.50974274	27.00048828	0.000513425812007874	0.023019446025057417	1527010694.105877
23.64612961	76.51732635	27.00093079	0.0005094285699639108	0.02181611148704068	1527010694.1978824
23.84590912	76.5152359	27.00127411	0.00042367049089566934	0.022411500625410107	1527010694.2788868
24.0470829	76.51198578	27.00003815	0.0004535780378526903	0.022807447378403872	1527010694.3778925
24.24676514	76.51249695	27.00012207	0.0004468689765830053	0.024066162109375004	1527010694.4658976
24.44659042	76.51165009	26.99854279	0.0004490553487942915	0.025880399288467845	1527010694.545902
24.64621925	76.51190948	27.00048828	0.0004502959163795933	0.027582536832554135	1527010694.6379075
24.84642792	76.51390839	26.99898529	0.000454111815124672	0.026344461916625657	1527010694.7279127
25.04788208	76.51657104	27.00151825	0.00047260947239993447	0.02551886611097441	1527010694.824918
25.24702644	76.51534271	26.9992981	0.0004432568487532808	0.0238731948972687	1527010694.9389248
25.44664192	76.51302338	26.99845886	0.00038159051529691604	0.022042825854043636	1527010695.0229294
25.64783859	76.51248932	27.00031281	0.000425665267183399	0.02173871378260335	1527010695.116935
25.84811592	76.5168457	26.99884796	0.0005034923002788715	0.022072834004880252	1527010695.2159407
26.04704285	76.51724243	27.00118256	0.00040895220739009194	0.02154316739460302	1527010695.3039455
26.24648094	76.51425934	26.99985504	0.000435798064304462	0.021824377665682418	1527010695.4099514
26.44654655	76.51661682	26.9997406	0.0005156083394849083	0.020932319220595474	1527010695.4939563
26.64752388	76.51663208	27.00071716	0.0004140419947506562	0.0216149581949229	1527010695.574961
26.64363289	76.71273041	26.99966431	0.00039663431963582685	0.02169607888369423	1527010695.6729667
26.44379044	76.71583557	27.0019989	0.00041280463111056443	0.021517587096046585	1527010695.8219752
26.24344444	76.71396637	27.00051117	0.0005009272217437664	0.021886120893823822	1527010695.973984
26.04372025	76.71583557	26.99875641	0.0004631898734826117	0.021723363681102364	1527010696.0989912
25.84202576	76.71801758	27.00174713	0.0004539215007791996	0.021944368617741142	1527010696.1939964
25.64142799	76.71549988	27.00025177	0.00044686641342683733	0.022735448321645344	1527010696.2870018
25.44153595	76.71472931	27.00177002	0.00043924102382709984	0.022590652425771	1527010696.3690066
25.24050331	76.71353912	26.99968719	0.0004493898406742127	0.023534640414821197	1527010696.482013
25.03880119	76.71363831	26.99954987	0.00041186523437500007	0.025225836486015424	1527010696.5770183
24.83821106	76.71340179	26.99885559	0.00047444725537237534	0.028770213690329723	1527010696.6910248
24.63922501	76.71806335	27.00093842	0.0004704231001886483	0.029579379664944224	1527010696.801031
24.43913269	76.71260071	27.0005188	0.00045884596456692925	0.02784634006930774	1527010696.8920364
24.23893738	76.71674347	27.00051117	0.000466079191272966	0.025484350009227365	1527010696.9950423
24.03997612	76.71606445	27.00012207	0.00038650088172572186	0.023607542984128937	1527010697.0810473
23.83823013	76.71282196	26.99834442	0.0004031453770915355	0.022869440514271654	1527010697.1600518
23.63777351	76.71460724	26.99837494	0.00047317016281167985	0.02302124664226542	1527010697.2610576
23.43712234	76.71141815	27.00026703	0.0005041811484990158	0.02213019743991962	1527010697.3520627
23.23808479	76.71408844	26.99927521	0.00046627975824311033	0.02322878860113189	1527010697.4330673
23.03782845	76.71207428	26.99824524	0.000470475644890092	0.02143658495324803	1527010697.531073
22.83848572	76.7143631	27.00000763	0.0004196597922818242	0.022765405209358595	1527010697.619078
22.63901711	76.71638489	26.99954987	0.00046431702140748045	0.02272269341576444	1527010697.7660863
22.43709946	76.71524048	26.99954224	0.0004390680107857612	0.023714839905265746	1527010697.8800929
22.23786736	76.71250916	26.99899292	0.00043779732611548566	0.02424828396694554	1527010697.9640977
22.03745461	76.71684265	26.99932861	0.0005156198736876641	0.023655810418717192	1527010698.0601032
21.83708382	76.71508026	26.99836731	0.0004399926693733597	0.023876953125	1527010698.1491082
21.63541985	76.71698761	27.00034332	0.0004624619371309056	0.02515491395484744	1527010698.228113
21.43557739	76.71404266	27.00112915	0.0004388732109169948	0.028620153712475394	1527010698.3261185
21.23622513	76.71483612	26.9996109	0.0005001903143454726	0.02813505718401411	1527010698.4351244
21.03664017	76.71504974	27.00019073	0.0004985607878116799	0.027044520741059716	1527010698.5431309
20.83579254	76.71253204	26.99978638	0.000441044204191273	0.026305402620570868	1527010698.6531372
20.63514328	76.71554565	26.99983215	0.0005246607662811681	0.02754778684280676	1527010698.7491426
20.43525696	76.71517181	27.00010681	0.0004557753034776903	0.02508668914554626	1527010698.8661494
20.23719025	76.71633911	26.99920654	0.0004581205913713911	0.024173612819881892	1527010698.9611547
20.03552628	76.71562958	26.99848175	0.0004358147248195539	0.023827753342355644	1527010699.0701609
19.83607483	76.71666718	27.00144196	0.00040824541707677167	0.023727630054543963	1527010699.1741667
19.63706589	76.71691895	27.00054932	0.0005594799612450789	0.022925682568487534	1527010699.2771728
19.43626404	76.71139526	26.99703217	0.00045846918061023627	0.024041610277230972	1527010699.3961797
19.23613548	76.71613312	27.00078583	0.00045013187438484257	0.02269170485769357	1527010699.4861846
19.0361824	76.71351624	26.99782562	0.0004994848056102363	0.023985028604822836	1527010699.598191
18.83614731	76.71231079	26.99616241	0.0004414088131561681	0.023308845580093506	1527010699.7051973
18.84019279	76.91468048	26.99977875	0.0004405424663713911	0.0237066634370899	1527010699.8852077
19.03747559	76.91226959	26.9990387	0.00045573813771325467	0.0246787628414124	1527010700.047217
19.24228859	76.91318512	27.00009155	0.00046481427370406833	0.023566513261770013	1527010700.1952252
19.44045258	76.91617584	27.00098419	0.000393195845636483	0.023820393880208332	1527010700.348234
19.64327621	76.91632843	27.00229645	0.00044087631746227043	0.023057694722974083	1527010700.5142436
19.84108353	76.91414642	27.00003815	0.0004566570291994752	0.02338529171280348	1527010700.5982485
20.04180908	76.91584778	27.00019836	0.00040786799233103686	0.02396604202550853	1527010700.697254
20.24286079	76.91470337	27.00112915	0.0004276369750656169	0.024901802283259514	1527010700.783259
20.44217682	76.91201782	26.99958038	0.0004100537237532809	0.0269899062910105	1527010700.8642638
20.6422596	76.9159317	27.00033569	0.00044686320948162734	0.02693966843011811	1527010700.9842703
20.84185791	76.91195679	27.00019073	0.0004457661786417324	0.028649232719201115	1527010701.078276
21.04346085	76.91755676	27.00366211	0.0004698906044947508	0.029354792717560703	1527010701.2152836
21.24381065	76.91804504	27.00282288	0.0004009820732857612	0.030751889046095802	1527010701.3232899
21.44353294	76.91234589	26.99850464	0.0004428903174212599	0.02810772753137304	1527010701.413295
21.64270592	76.91342163	27.00141144	0.00047355335465879266	0.0268287414390584	1527010701.5033002
21.84360313	76.91710663	27.00019073	0.0004328972123113518	0.023800523012016076	1527010701.6303074
22.04455757	76.9123764	26.99873352	0.0004631815432250657	0.023769515230273954	1527010701.712312
22.24445724	76.91540527	27.00141144	0.0004882120447834646	0.02330706098261155	1527010701.8223183
22.4432621	76.91421509	26.99985504	0.0004844012723507218	0.023230726987983927	1527010701.9063232
22.64450836	76.91251373	26.99904633	0.00043400065104166674	0.02227939555651247	1527010701.989328
22.84435463	76.91509247	27.00063324	0.0005110542517634516	0.022324971677124345	1527010702.0683322
23.04564285	76.91314697	27.00077057	0.0003723291912729659	0.022803753229576774	1527010702.1643379
23.24661636	76.91423035	26.99996948	0.0004954990977690289	0.02218293437807579	1527010702.2763443
23.44435692	76.91447449	26.9995575	0.0004718840992043964	0.022850133540436354	1527010702.3813505
23.6457653	76.91152191	26.99918365	0.000516484298105315	0.02245874600147638	1527010702.4843562
23.84503555	76.91230774	26.99873352	0.0004744645566765092	0.022826475609005907	1527010702.5783615
24.04647255	76.91627502	27.00028992	0.0004435990301017062	0.023204182301919295	1527010702.6583662
24.24608421	76.91324615	27.00088501	0.00044613847707513125	0.02514663496042487	1527010702.7653725
24.44705009	76.91394043	27.00119781	0.0005030905255495407	0.0281467804195374	1527010702.8533773
24.64665222	76.91504669	27.00212097	0.0004439783772145671	0.030842993228141408	1527010702.934382
24.84813499	76.91763306	27.00164795	0.0004666635908792652	0.03206434675401903	1527010703.0253873
25.04654884	76.91401672	26.99995422	0.00044141522104658806	0.028750221072219494	1527010703.1193924
25.24751472	76.91609955	27.00260162	0.0004646322896161418	0.025978606617043962	1527010703.216398
25.44534492	76.91246033	26.99942017	0.0004688038262795276	0.022443213275098427	1527010703.3204043
25.64609528	76.9131546	27.00017548	0.0005446027620570867	0.021933545690821853	1527010703.407409
25.84820366	76.91441345	27.00022888	0.0004658952848179135	0.022017296818610567	1527010703.5024147
26.046278	76.91356659	26.99802399	0.0004561168440370735	0.02103155181163878	1527010703.6034205
26.24697113	76.9132843	26.99915314	0.0005389920132053807	0.02134201730643045	1527010703.6874251
26.44670677	76.91086578	27.00071716	0.00045394777312992137	0.022274016132504924	1527010703.7864308
26.64721489	76.9159317	26.99865723	0.0004722467858021654	0.019976502265830056	1527010703.9134378
26.64258194	77.11714935	27.00032043	0.00043490608595800535	0.020713909479576773	1527010704.018444
26.43949318	77.11399841	27.00067139	0.00044414946788877955	0.0213219894449229	1527010704.1984544
26.24130249	77.11488342	26.99754333	0.00043995998913221794	0.021408374215674215	1527010704.3614635
26.04416466	77.11418915	26.99837494	0.0005284741018700788	0.021655930246268044	1527010704.5034716
25.83930779	77.11509705	27.00156403	0.0005155673289862206	0.021349216571317258	1527010704.614478
25.64154816	77.116745	26.99837494	0.00041022609600557754	0.02182618148683563	1527010704.7104838
25.44081306	77.11317444	26.99907684	0.0004740474030101707	0.02287840515296916	1527010704.7914882
25.24234581	77.11433411	26.99950409	0.00046592412032480323	0.025657218873031497	1527010704.8904939
25.04052925	77.11491394	26.99968719	0.0004554158208251313	0.03152553928805774	1527010704.979499
24.8399601	77.11624146	26.99895477	0.00046682955524114184	0.03528678513574475	1527010705.0615034
24.63944435	77.11238861	27.00076294	0.00044070266363188985	0.0359021316488271	1527010705.17151
24.43883896	77.11971283	27.00108337	0.00043998626148293975	0.03221018393208662	1527010705.2875166
24.23951912	77.11499786	27.00041962	0.00043417750881725737	0.026850650016404198	1527010705.3915226
24.03812027	77.11405945	27.00130463	0.0004330932937582022	0.023065864783259515	1527010705.4845278
23.83991241	77.11824036	27.00177002	0.0004403367730889109	0.02183710694000164	1527010705.6435368
23.63897705	77.11485291	26.9992981	0.0004755404414780184	0.022911091802001314	1527010705.7365422
23.4393959	77.11801147	27.0005722	0.0004055130926017061	0.022940174012672242	1527010705.8225472
23.23729515	77.11663055	26.99951935	0.00043417879039534126	0.023233302959932745	1527010705.9305534
23.03874588	77.11501312	26.99974823	0.00042672577304790036	0.022654478218298885	1527010706.0195584
22.8384552	77.11677551	27.00045013	0.0004494173946030185	0.022830938704683397	1527010706.1035633
22.63678169	77.11640167	26.99912262	0.00042383261052329405	0.022633527620570863	1527010706.1895683
22.43717194	77.11510468	26.99957275	0.0004934677965059056	0.022826459589279858	1527010706.2795732
22.23545647	77.11516571	26.99995422	0.0005103654035433072	0.022841998723548227	1527010706.377579
22.03717804	77.11540222	26.99909973	0.0005011002347851051	0.023061257510047575	1527010706.5235872
21.83839035	77.11728668	27.00070953	0.00045320061310695546	0.023581023929625983	1527010706.6245933
21.6363678	77.11554718	27.00043488	0.00044849658074967193	0.02551352833825459	1527010706.7195985
21.43606567	77.11408234	27.00023651	0.00042166418040518377	0.026397317400754593	1527010706.8076034
21.23713684	77.11553955	27.00028992	0.00046792338213582675	0.029989087362614828	1527010706.8896081
21.03610611	77.1167984	27.00156403	0.000447036222522966	0.030626291189919618	1527010706.976613
20.83591652	77.11368561	27.00034332	0.0004706159776902888	0.030375890055979335	1527010707.0846195
20.63536835	77.11360931	26.9995575	0.0004905771971374672	0.030562545496021987	1527010707.1846251
20.4381237	77.11463165	27.00033569	0.0005235829591125329	0.02872380774790847	1527010707.3326335
20.23517227	77.11531067	27.00160217	0.0005259468298884516	0.02611966350885827	1527010707.4246387
20.03772736	77.11480713	26.99884033	0.0004952677729248689	0.024460228146530514	1527010707.5396454
19.83677483	77.11273193	26.99904633	0.0004439469785515092	0.024110837921382876	1527010707.6306505
19.63508606	77.11716461	26.9997406	0.0005052647227690289	0.02309324890296916	1527010707.7156553
19.43507576	77.11386871	26.99755096	0.0004756846190124673	0.02328800712044783	1527010707.8316622
19.23576164	77.11590576	26.99982452	0.0005435320035679134	0.023367112527682088	1527010707.9366682
19.03629303	77.11381531	27.00104523	0.0005018076658874673	0.023604685065001643	1527010708.0436742
18.83667564	77.11479187	27.00003052	0.00051196609457021	0.02349730484128937	1527010708.14468
18.83908081	77.3143692	27.0022049	0.0005186732334727691	0.023516422782357285	1527010708.2956886
19.04049301	77.3151474	27.0010376	0.00048348622559875337	0.024375656808768045	1527010708.4636981
19.24020958	77.31524658	26.99954987	0.0004696938822588583	0.02361477428846785	1527010708.6077065
19.44039154	77.31124115	26.99906921	0.00047277415518372706	0.024347452479084646	1527010708.740714
19.64117241	77.31370544	26.99970245	0.0004758807004593176	0.023954280342642718	1527010708.896723
19.84135628	77.31333923	26.99816895	0.0005167252347851051	0.024670647248195537	1527010709.0127296
20.04196358	77.31129456	26.99887848	0.00047171621247539384	0.024748813899483267	1527010709.1197357
20.24289131	77.31408691	27.00036621	0.00042963623687664054	0.026275256700090226	1527010709.2347422
20.44436455	77.31777191	27.00030518	0.0004905534879429134	0.030396955995734914	1527010709.352749
20.64258575	77.31464386	26.99965668	0.0004976265173884516	0.0336275099706775	1527010709.4597552
20.84475136	77.31458282	27.00043488	0.0004766317052165355	0.03602135045009022	1527010709.5687613
21.04274368	77.31530762	27.00063324	0.00047443892511482956	0.03329987132956037	1527010709.6707673
21.24458122	77.31664276	27.00267792	0.00042889997026738857	0.029647771079396326	1527010709.7777734
21.44471359	77.31313324	26.99884796	0.00040895669291338594	0.027174658587598426	1527010709.9007802
21.64299393	77.31537628	27.00106812	0.0004354456303313649	0.02477527207902723	1527010710.0067866
21.84491348	77.31607056	27.00063324	0.0004688204867946195	0.023935162401574804	1527010710.119793
22.04493904	77.31297302	27.00058746	0.0004956669844980316	0.023017482006643705	1527010710.2237988
22.23948288	77.31403351	26.99986267	0.00045575543901738854	0.023109524944635827	1527010716.203141
22.44333076	77.31460571	26.99951935	0.0004731592693979659	0.022547014692011157	1527010716.3061469
22.64452362	77.31526184	27.0007019	0.00040987558439960637	0.022314023796341863	1527010716.434154
22.84292984	77.31586456	27.00033569	0.0003984765881315617	0.022176635421792983	1527010716.520159
23.04647255	77.31295013	26.9990387	0.0004777146386975066	0.022403179979699806	1527010716.609164
23.24484634	77.31217194	26.99944305	0.0004441366521079397	0.022794554702878937	1527010716.7151704
23.44507027	77.31077576	26.99862671	0.0004657280388779528	0.023011183050360894	1527010716.7961748
23.6473732	77.31016541	26.99880981	0.00037322501435367464	0.023012189089156823	1527010716.8931804
