#X	Y	Z	HWP_power	HWP_stepper	pmtA_signal	pmtB_signal	time
24.7721	77.4245	26.9979	3.000039	55.982063	0.0004530039	0.0333516022	1527010915.0825162
24.7727	77.4269	27.0009	3.000039	58.0	0.0004320007	0.0365894163	1527010915.3555317
24.7724	77.4288	27.0016	3.000039	60.017937	0.0004350855	0.0358867591	1527010915.6095462
24.7714	77.4265	27.0006	3.000039	61.979821	0.0003813932	0.0334362601	1527010915.8955626
24.7713	77.4241	26.9999	3.000039	63.997758	0.0004372898	0.037135721	1527010916.2035804
24.772	77.4267	27.0006	3.000039	66.015695	0.0004459591	0.0320746186	1527010916.4525945
24.7712	77.4254	26.9989	3.000039	67.977578	0.0004343755	0.0318423518	1527010916.7096093
24.7721	77.4293	27.0015	3.000039	69.995516	0.0004143874	0.0353223553	1527010916.9636238
24.771	77.428	27.0001	3.000039	72.013453	0.0003895856	0.0347661825	1527010917.2436397
24.7709	77.4253	26.9976	3.000039	73.975336	0.0004419612	0.0323139117	1527010917.4876537
24.7722	77.4251	26.9978	3.000039	75.993274	0.0003931901	0.0343785051	1527010917.7396681
24.7707	77.4226	26.9971	3.000039	78.011211	0.0004274691	0.0328347033	1527010917.9946826
24.7724	77.4243	26.9988	3.000039	79.973094	0.0004373507	0.0353505885	1527010918.2536976
24.7727	77.4275	27.0002	3.000039	81.991031	0.0003520264	0.0326260688	1527010918.5737157
24.7705	77.4267	26.9993	3.000039	84.008969	0.0004082429	0.0310267811	1527010918.8147297
24.7719	77.4259	27.0013	3.000039	86.026906	0.0004459424	0.030433465	1527010919.0577435
24.7712	77.4239	26.9988	3.000039	87.988789	0.000420951	0.032868239	1527010919.293757
24.7723	77.4312	27.0027	3.000039	90.006726	0.0004258146	0.0300372843	1527010919.5617723
24.7719	77.4287	26.9994	3.000039	92.024664	0.0004340314	0.028677389	1527010919.8247874
24.7714	77.4233	26.9986	3.000039	93.986547	0.0004231329	0.0301957066	1527010920.0678012
24.7718	77.4259	27.0008	3.000039	96.004484	0.0005018269	0.0284825731	1527010920.3838196
24.772	77.4275	27.0011	3.000039	98.022422	0.0004129533	0.0309375384	1527010920.6348336
24.7712	77.4257	26.9969	3.000039	99.984305	0.0003683307	0.0308293284	1527010920.8738472
24.7716	77.4225	26.9991	3.000039	102.002242	0.0003985016	0.0303559167	1527010921.1238618
24.7729	77.4276	26.998	3.000039	104.020179	0.0004151621	0.0314072592	1527010921.427879
24.7728	77.4281	27.0026	3.000039	105.982063	0.0003913536	0.0322246626	1527010921.6908941
24.7724	77.4276	27.0007	3.000039	108.0	0.0004213207	0.0323557263	1527010921.9199073
24.7721	77.4267	26.9993	3.000039	110.017937	0.000426752	0.0297023439	1527010922.2079237
24.7711	77.4236	26.9998	3.000039	111.979821	0.0004363408	0.0304606376	1527010922.4679387
24.7716	77.4274	26.9987	3.000039	113.997758	0.0004087805	0.030245874	1527010922.7309537
24.7719	77.4262	27.0	3.000039	116.015695	0.0004156914	0.0302221295	1527010922.9559665
24.7709	77.4268	27.0	3.000039	117.977578	0.0004653878	0.030947586	1527010923.2489834
24.771	77.4239	26.9985	3.000039	119.995516	0.0004222294	0.0320226602	1527010923.544
24.771	77.4258	26.9992	3.000039	122.013453	0.000491664	0.0324531231	1527010923.785014
24.7713	77.4268	27.0006	3.000039	123.975336	0.0004236679	0.0294420137	1527010924.0390284
24.7713	77.4231	27.0003	3.000039	125.993274	0.0004557529	0.0305152264	1527010924.2830422
24.7714	77.424	26.9984	3.000039	128.011211	0.0004541272	0.0324977508	1527010924.5810592
24.7719	77.4247	26.9989	3.000039	129.973094	0.0004167532	0.0341025205	1527010924.8330739
24.7709	77.4235	26.9978	3.000039	131.991031	0.0004412512	0.0297105684	1527010925.079088
24.7712	77.4224	26.9967	3.000039	134.008969	0.0004524957	0.0323247955	1527010925.3001006
24.7722	77.4301	27.002	3.000039	136.026906	0.0004254634	0.0344712273	1527010925.5441144
24.7718	77.4234	26.9983	3.000039	137.988789	0.0004978495	0.0360205366	1527010925.8391314
24.773	77.4237	27.0018	3.000039	140.006726	0.0004328863	0.035975864	1527010926.0721447
24.7722	77.4247	26.9981	3.000039	142.024664	0.0004688448	0.0371156804	1527010926.304158
24.7726	77.4247	26.9994	3.000039	143.986547	0.0004766522	0.0358020532	1527010926.5761735
24.7716	77.4252	27.0005	3.000039	146.004484	0.0003998908	0.0374159829	1527010926.827188
24.7709	77.4266	26.9997	3.000039	148.022422	0.0003590892	0.0360669586	1527010927.1092043
24.7709	77.4271	26.9995	3.000039	149.984305	0.0003853821	0.035016433	1527010927.3802197
24.7724	77.4293	27.0021	3.000039	152.002242	0.0004742518	0.0364183064	1527010927.671236
24.7713	77.4272	27.0029	3.000039	154.020179	0.000436344	0.0388978557	1527010927.91225
24.7718	77.4266	27.0011	3.000039	155.982063	0.0004028019	0.0306836578	1527010928.1642644
24.7719	77.4253	26.9994	3.000039	158.0	0.0004267392	0.0353541609	1527010928.402278
24.771	77.4278	27.0011	3.000039	160.017937	0.0004459719	0.0367513533	1527010928.7452977
24.772	77.429	27.0001	3.000039	161.979821	0.0004077302	0.0348999088	1527010928.9913116
24.7717	77.4249	26.9995	3.000039	163.997758	0.0004214572	0.0372039555	1527010929.2463262
24.771	77.426	26.9993	3.000039	166.015695	0.000436401	0.0362853427	1527010929.4773395
24.7717	77.4242	26.9995	3.000039	167.977578	0.0004033363	0.0358413368	1527010929.7193534
24.7727	77.4298	27.003	3.000039	169.995516	0.0004205915	0.0345203406	1527010929.9593673
24.7725	77.4264	26.9997	3.000039	172.013453	0.0004154742	0.0348817168	1527010930.2123814
24.7718	77.424	26.9982	3.000039	173.975336	0.0004333195	0.0327462937	1527010930.4603958
24.7717	77.4265	27.0001	3.000039	175.993274	0.0004301886	0.0337302733	1527010930.7494123
24.7705	77.4264	27.0005	3.000039	178.011211	0.0004174837	0.033746716	1527010931.044429
24.7708	77.4244	26.9999	3.000039	179.973094	0.0004799228	0.0318532548	1527010931.391449
24.7726	77.428	27.0021	3.000039	181.991031	0.0004209209	0.0321000451	1527010931.670465
24.7723	77.4255	26.9997	3.000039	184.008969	0.0003980985	0.0295048591	1527010931.9374802
24.772	77.4298	27.0024	3.000039	186.026906	0.000441792	0.0295165952	1527010932.2004952
24.7721	77.4252	27.0021	3.000039	187.988789	0.0003946485	0.0311415945	1527010932.4845114
24.7722	77.4269	27.0017	3.000039	190.006726	0.0004211214	0.0319962245	1527010932.7425263
24.7723	77.425	27.0007	3.000039	192.024664	0.000354002	0.0309066012	1527010932.9895403
24.7719	77.4249	26.9987	3.000039	193.986547	0.000488212	0.0312825393	1527010933.2405548
24.7721	77.424	27.0005	3.000039	196.004484	0.0003997095	0.0321355192	1527010933.492569
24.7712	77.4234	26.9981	3.000039	198.022422	0.0003917528	0.0322820292	1527010933.768585
24.7736	77.4271	27.0023	3.000039	199.984305	0.0004249181	0.0311350873	1527010934.0336
24.7714	77.4276	27.0008	3.000039	202.002242	0.0003779367	0.0315337862	1527010934.3516183
24.7721	77.4254	27.0021	3.000039	204.020179	0.0004189421	0.0335427816	1527010934.6166337
24.7721	77.4282	26.999	3.000039	205.982063	0.0005112561	0.0292335106	1527010934.9496524
24.7714	77.4267	27.0014	3.000039	208.0	0.000487709	0.0300701952	1527010935.2366688
24.7722	77.4283	26.9999	3.000039	210.017937	0.0004702783	0.0287192037	1527010935.503684
24.7716	77.4263	27.0008	3.000039	211.979821	0.0004193138	0.0294975605	1527010935.7777
24.7709	77.4241	26.9993	3.000039	213.997758	0.0004282034	0.0331932056	1527010936.0667164
24.7715	77.4257	26.9994	3.000039	216.015695	0.0004681015	0.0317222775	1527010936.3257313
24.7727	77.4275	27.0014	3.000039	217.977578	0.0003928332	0.031369049	1527010936.5867462
24.7726	77.4227	26.9994	3.000039	219.995516	0.0004572132	0.0315675014	1527010936.8337603
24.7716	77.4259	26.9985	3.000039	222.013453	0.0005448033	0.0309482941	1527010937.1117764
24.7723	77.4242	26.9977	3.000039	223.975336	0.0004592195	0.0319133416	1527010937.4527957
24.772	77.4228	26.9986	3.000039	225.993274	0.0004677183	0.0333770223	1527010937.70381
24.7718	77.4285	27.0021	3.000039	228.011211	0.0004443622	0.031311708	1527010937.983826
24.7716	77.4256	26.9997	3.000039	229.973094	0.0004425212	0.0347832883	1527010938.2338405
24.7718	77.4257	27.0001	3.000039	231.991031	0.0004087837	0.0326753295	1527010938.5048559
24.772	77.4239	26.9978	3.000039	234.008969	0.0005038505	0.0345722509	1527010938.7568705
24.7725	77.4245	27.0002	3.000039	236.026906	0.0004583199	0.0348571745	1527010939.0058844
24.7725	77.4235	26.9963	3.000039	237.988789	0.0003930318	0.0367113457	1527010939.2648993
24.7711	77.4189	26.9962	3.000039	240.006726	0.0003676136	0.0343545877	1527010939.5279145
24.7721	77.4295	27.0022	3.000039	242.024664	0.0004574093	0.0334900415	1527010939.7909293
24.772	77.4254	26.9998	3.000039	243.986547	0.0004737443	0.0363981568	1527010940.0589447
24.7718	77.4215	26.9978	3.000039	246.004484	0.000462856	0.0348862279	1527010940.3119593
24.7719	77.4248	26.9986	3.000039	248.022422	0.0004187454	0.0363299448	1527010940.5769744
24.7707	77.4226	26.9979	3.000039	249.984305	0.0004429147	0.0346977879	1527010940.85199
24.7716	77.4248	26.9976	3.000039	252.002242	0.000433984	0.0326734103	1527010941.1110048
24.7715	77.4268	27.0008	3.000039	254.020179	0.0004091406	0.0339532935	1527010941.356019
24.7712	77.4241	27.0	3.000039	255.982063	0.0003502136	0.032763611	1527010941.622034
24.7719	77.427	26.9996	3.000039	258.0	0.0004274672	0.0326734584	1527010941.8640482
24.7734	77.4275	27.0005	3.000039	260.017937	0.0003980716	0.0336200768	1527010942.126063
24.7717	77.4252	26.9989	3.000039	261.979821	0.000438556	0.0330603604	1527010942.375077
24.7714	77.4233	26.9978	3.000039	263.997758	0.0004461776	0.0319106823	1527010942.668094
24.7722	77.4259	26.9993	3.000039	266.015695	0.00041571	0.0294602281	1527010942.9571106
24.7723	77.4297	27.0029	3.000039	267.977578	0.000403517	0.0304378191	1527010943.192124
24.7717	77.4223	26.9966	3.000039	269.995516	0.0003812035	0.0336866516	1527010943.526143
24.7713	77.4268	27.001	3.000039	272.013453	0.0003594461	0.0313754377	1527010943.8051589
24.7727	77.425	26.9982	3.000039	273.975336	0.0003489301	0.0327445603	1527010944.0571735
24.7729	77.4259	27.0007	3.000039	275.993274	0.0004267354	0.0307245177	1527010944.327189
24.7718	77.4261	26.9998	3.000039	278.011211	0.0003853885	0.0319087984	1527010944.5852036
24.772	77.4229	27.0004	3.000039	279.973094	0.0003601824	0.0314327466	1527010944.8802204
24.7717	77.4207	26.9983	3.000039	281.991031	0.0003723164	0.0311067484	1527010945.1412354
24.7703	77.4239	26.9982	3.000039	284.008969	0.0004104203	0.0286009685	1527010945.3912497
24.7712	77.4259	26.9999	3.000039	286.026906	0.0004022765	0.0321036015	1527010945.6422641
24.7727	77.4276	27.001	3.000039	287.988789	0.000354207	0.028920405	1527010945.9402812
24.7716	77.4239	26.9986	3.000039	290.006726	0.0004274838	0.0313280065	1527010946.255299
24.7722	77.4269	27.0006	3.000039	292.024664	0.0004247816	0.033889535	1527010946.5153139
24.7733	77.4224	26.9963	3.000039	293.986547	0.0004312799	0.0305407106	1527010946.79233
24.7707	77.4242	26.9998	3.000039	296.004484	0.0003761464	0.0303149895	1527010947.0343437
24.7719	77.4258	26.9973	3.000039	298.022422	0.0003509275	0.0301437867	1527010947.2773576
24.7716	77.4253	27.0009	3.000039	299.984305	0.000397896	0.0295321407	1527010947.542373
24.7712	77.4233	26.9977	3.000039	302.002242	0.0004086318	0.0306863107	1527010947.7963874
24.7714	77.4245	27.0001	3.000039	304.020179	0.0003792407	0.029990103	1527010948.0364008
24.7712	77.4261	26.9983	3.000039	305.982063	0.0004356212	0.0297532738	1527010948.2954159
24.7716	77.4242	27.0007	3.000039	308.0	0.0003685274	0.0307791642	1527010948.5684314
24.7722	77.4235	26.9995	3.000039	310.017937	0.000388281	0.0296103874	1527010948.8974502
24.7723	77.422	26.9962	3.000039	311.979821	0.0004456316	0.0280156526	1527010949.2254689
24.7707	77.4264	27.0005	3.000039	313.997758	0.0004106356	0.0289950858	1527010949.5204859
24.7704	77.4233	26.9985	3.000039	316.015695	0.0003806735	0.0330667907	1527010949.7865012
24.7722	77.424	26.9982	3.000039	317.977578	0.0004011544	0.029980834	1527010950.0315151
24.7715	77.4274	27.001	3.000039	319.995516	0.0004144175	0.0338440038	1527010950.2755291
24.7716	77.4217	26.9982	3.000039	322.013453	0.0003678289	0.0352113739	1527010950.534544
24.7709	77.4277	27.0007	3.000039	323.975336	0.0004513955	0.0305088314	1527010950.8415616
24.7727	77.4277	26.9994	3.000039	325.993274	0.0004155216	0.0347506401	1527010951.0975761
24.7719	77.4295	26.9998	3.000039	328.011211	0.0004452202	0.0312469498	1527010951.3435903
24.7725	77.4294	27.0006	3.000039	329.973094	0.000438185	0.0370598869	1527010951.603605
24.771	77.4234	26.9973	3.000039	331.991031	0.0004310748	0.034996402	1527010951.8616197
24.7711	77.4251	26.9976	3.000039	334.008969	0.0003574699	0.0367587032	1527010952.0966332
24.7722	77.4225	26.9979	3.000039	336.026906	0.0003957167	0.0329227221	1527010952.3786492
24.7721	77.4243	26.9997	3.000039	337.988789	0.0003891819	0.0345495958	1527010952.6126628
24.7723	77.4272	26.9988	3.000039	340.006726	0.0004702693	0.0333862241	1527010952.8596768
24.7708	77.4259	26.9981	3.000039	342.024664	0.0004541535	0.0350865962	1527010953.105691
24.7716	77.4275	26.9996	3.000039	343.986547	0.0004167577	0.0349835061	1527010953.3767066
24.7713	77.423	26.998	3.000039	346.004484	0.0003972117	0.0318296257	1527010953.7297268
24.7724	77.424	26.9984	3.000039	348.022422	0.000391913	0.0321517536	1527010953.9797409
24.7716	77.4259	26.9985	3.000039	349.984305	0.0003915298	0.0331213187	1527010954.2097542
24.7728	77.4261	26.9992	3.000039	352.002242	0.0004521491	0.0317969583	1527010954.4617684
24.7719	77.421	26.9979	3.000039	354.020179	0.0003991584	0.0313733967	1527010954.7057824
24.7711	77.427	26.9986	3.000039	355.982063	0.0003806678	0.0285927952	1527010954.9637973
